part_number,part_name,description,brand,category,sku,hsn,gst,moq,uom,source_rate,mrp,selling_price,oem_number,vehicle_make,source_url,source_image_url,validation_status,firm
"0272R","R.C.LOCK  ASSY.EON RH","R.C.LOCK  ASSY.EON RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0272R","","18","1","Pcs","80","","80","#826204N0014X-RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/272.jpg?v=1393","READY","Ambaji Traders"
"00273L","OUTER HANDLE PLAIN  I-10 FRONT LH","OUTER HANDLE PLAIN  I-10 FRONT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00273L","87089900","18","1","Pcs","133","","133","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/273.jpg?v=1393","READY","Ambaji Traders"
"00274L","OUTER HANDLE RH-W/KEYHOLE LH-W/O KEYHOLE I-20 ELITE LH","OUTER HANDLE RH-W/KEYHOLE LH-W/O KEYHOLE I-20 ELITE LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00274L","87089900","18","1","Pcs","333","","333","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/274.png?v=1393","READY","Ambaji Traders"
"00274R","OUTER HANDLE RH-W/KEYHOLE LH-W/O KEYHOLE I-20 ELITE RH","OUTER HANDLE RH-W/KEYHOLE LH-W/O KEYHOLE I-20 ELITE RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00274R","87089900","18","1","Pcs","333","","333","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/274.png?v=1393","READY","Ambaji Traders"
"00275L","OUTER HANDLE I-20 ELITE REAR LH","OUTER HANDLE I-20 ELITE REAR LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00275L","87089900","18","1","Pcs","333","","333","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/275.png?v=1393","READY","Ambaji Traders"
"00275R","OUTER HANDLE I-20 ELITE REAR RH","OUTER HANDLE I-20 ELITE REAR RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00275R","87089900","18","1","Pcs","333","","333","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/275.png?v=1393","READY","Ambaji Traders"
"276","STEERING LOCK I-10","STEERING LOCK I-10","","IGNITION / STEERING LOCKS","276","","18","1","Pcs","470","","470","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/276.jpg?v=1393","READY","Ambaji Traders"
"277","BONNET LOCK SANTRO XING","BONNET LOCK SANTRO XING","","BONNET LOCK","277","","18","1","Pcs","168","","168","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/277.jpg?v=1393","READY","Ambaji Traders"
"00278L","OUTER HANDLE CHROME FLUIDIC FRONT LH","OUTER HANDLE CHROME FLUIDIC FRONT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00278L","87089900","18","1","Pcs","196","","196","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/278.jpg?v=1393","READY","Ambaji Traders"
"00278R","OUTER HANDLE CHROME FLUIDIC FRONT RH","OUTER HANDLE CHROME FLUIDIC FRONT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00278R","87089900","18","1","Pcs","196","","196","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/278.jpg?v=1393","READY","Ambaji Traders"
"00279L","OUTER HANDLE CHROME FLUIDIC REAR LH","OUTER HANDLE CHROME FLUIDIC REAR LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00279L","87089900","18","1","Pcs","196","","196","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/279.jpg?v=1393","READY","Ambaji Traders"
"00279R","OUTER HANDLE CHROME FLUIDIC REAR RH","OUTER HANDLE CHROME FLUIDIC REAR RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00279R","87089900","18","1","Pcs","196","","196","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/279.jpg?v=1393","READY","Ambaji Traders"
"0280L,M10","R.C.LOCK I-20 ELITE WIRE TYPE LH","R.C.LOCK I-20 ELITE WIRE TYPE LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0280L,M10","","18","1","Pcs","242","","242","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/280.png?v=1393","READY","Ambaji Traders"
"0280R,M10","R.C.LOCK I-20 ELITE WIRE TYPE RH","R.C.LOCK I-20 ELITE WIRE TYPE RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0280R,M10","","18","1","Pcs","242","","242","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/280.png?v=1393","READY","Ambaji Traders"
"0281L","WINDOW REGULATOR ASSY WITH MOTOR ACCENT FRONT LH","WINDOW REGULATOR ASSY WITH MOTOR ACCENT FRONT LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0281L","853650","18","1","Pcs","1431","","1431","#824021G010 , #824011G010","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/281.jpg?v=1393","READY","Ambaji Traders"
"0281R","WINDOW REGULATOR ASSY WITH MOTOR ACCENT FRONT RH WINDOW REGULATOR ASSY WITH MOTOR ACCENT FRONT RH","WINDOW REGULATOR ASSY WITH MOTOR ACCENT FRONT RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0281R","853650","18","1","Pcs","1431","","1431","#824021G010 , #824011G010","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/281.jpg?v=1393","READY","Ambaji Traders"
"0282L","WINDOW REGULATOR ASSY WITH MOTOR ACCENT REAR LH","WINDOW REGULATOR ASSY WITH MOTOR ACCENT REAR LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0282L","853650","18","1","Pcs","1474","","1474","#83404-25000 LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/282.jpg?v=1393","READY","Ambaji Traders"
"0282R","WINDOW REGULATOR ASSY WITH MOTOR ACCENT REAR RH","WINDOW REGULATOR ASSY WITH MOTOR ACCENT REAR RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0282R","853650","18","1","Pcs","1474","","1474","#83404-25010 RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/282.jpg?v=1393","READY","Ambaji Traders"
"0283L","WINDOW REGULATOR ASSY WITH MOTOR SANTRO FRONT LH","WINDOW REGULATOR ASSY WITH MOTOR SANTRO FRONT LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0283L","853650","18","1","Pcs","1401","","1401","#8240405510 RH WITHOUT MOTOR ,#8240405511 RH WITHOUT MOTOR ,#8240406010 RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/283.jpg?v=1393","READY","Ambaji Traders"
"0283R","WINDOW REGULATOR ASSY WITH MOTOR SANTRO FRONT RH","WINDOW REGULATOR ASSY WITH MOTOR SANTRO FRONT RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0283R","853650","18","1","Pcs","1401","","1401","#8240305510 LH WITHOUT MOTOR ,#8240305511 LH WITHOUT MOTOR ,#8240306010 LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/283.jpg?v=1393","READY","Ambaji Traders"
"0284L","POWER WINDOW SWITCH ACCENT FRONT LH","POWER WINDOW SWITCH ACCENT FRONT LH","CI AUTOMOTIVE LLP","POWER WINDOW SWITCHES","0284L","853650","18","1","Pcs","411","","411","#8536509065","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/284.jpg?v=1393","READY","Ambaji Traders"
"0285R","POWER WINDOW SWITCH ACCENT FRONT RH","POWER WINDOW SWITCH ACCENT FRONT RH","CI AUTOMOTIVE LLP","POWER WINDOW SWITCHES","0285R","853650","18","1","Pcs","1081","","1081","#9357025000","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/285.jpg?v=1393","READY","Ambaji Traders"
"286","POWER WINDOW SWITCH ACCENT REAR","POWER WINDOW SWITCH ACCENT REAR","","POWER WINDOW SWITCHES","286","","18","1","Pcs","311","","311","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/286.jpg?v=1393","READY","Ambaji Traders"
"287","BUMPER BRACKET ACCENT FRONT","BUMPER BRACKET ACCENT FRONT","","BUMPER BRACKETS","287","","18","1","Set","180","","180","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/287.jpg?v=1393","READY","Ambaji Traders"
"288","BUMPER BRACKET I-10 FRONT","BUMPER BRACKET I-10 FRONT","","BUMPER BRACKETS","288","","18","1","Set","72","","72","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/288.jpg?v=1393","READY","Ambaji Traders"
"289","BUMPER BRACKET XING FRONT","BUMPER BRACKET XING FRONT","","BUMPER BRACKETS","289","","18","1","Set","133","","133","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/289.jpg?v=1393","READY","Ambaji Traders"
"290","BUMPER BRACKET I-10 REAR","RR.BUMPER BRACKET I-10","","BUMPER BRACKETS","290","","18","1","Set","100","","100","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/290.jpg?v=1393","READY","Ambaji Traders"
"291","INNER SASH EON","INNER SASH EON","","SIDE MIRROR BRACKET","291","","18","1","Set","133","","133","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/291.jpg?v=1393","READY","Ambaji Traders"
"00292L","OUTER HANDLE W/BASE W/KEYHOLE CRETA FRONT LH","OUTER HANDLE W/BASE W/KEYHOLE CRETA FRONT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00292L","87089900","18","1","Pcs","660","","660","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/292.png?v=1393","READY","Ambaji Traders"
"00292R","OUTER HANDLE W/BASE W/KEYHOLE CRETA FRONT RH","OUTER HANDLE W/BASE W/KEYHOLE CRETA FRONT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00292R","87089900","18","1","Pcs","660","","660","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/292.png?v=1393","READY","Ambaji Traders"
"00293L","OUTER HANDLE W/BASE CRETA REAR LH","OUTER HANDLE W/BASE CRETA REAR LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00293L","87089900","18","1","Pcs","660","","660","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/293.jpg?v=1393","READY","Ambaji Traders"
"00293R","OUTER HANDLE W/BASE CRETA REAR RH","OUTER HANDLE W/BASE CRETA REAR RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00293R","87089900","18","1","Pcs","660","","660","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/293.jpg?v=1393","READY","Ambaji Traders"
"00294L","OUTER HANDLE W/BASE  I-20 ELITE FRONT LH","OUTER HANDLE W/BASE  I-20 ELITE FRONT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00294L","87089900","18","1","Pcs","787","","787","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/294.png?v=1393","READY","Ambaji Traders"
"00294R","OUTER HANDLE W/BASE  I-20 ELITE FRONT RH","OUTER HANDLE W/BASE  I-20 ELITE FRONT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00294R","87089900","18","1","Pcs","787","","787","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/294.png?v=1393","READY","Ambaji Traders"
"0295L/30118 LH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )SANTRO XING  LH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )SANTRO XING  LH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0295L/30118 LH","","18","1","Pcs","770","","770","#8761006920CA LH ,#8761006901CA LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/295.jpg?v=1393","READY","Ambaji Traders"
"0295R/30118 RH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )SANTRO XING  RH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )SANTRO XING  RH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0295R/30118 RH","","18","1","Pcs","770","","770","#8762006920CA RH ,#8762006901CA RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/295.jpg?v=1393","READY","Ambaji Traders"
"0296L","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE ) ACCENT LH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE ) ACCENT LH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0296L","70091090","18","1","Pcs","798","","798","#87610-1A901CA LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/296.jpg?v=1393","READY","Ambaji Traders"
"0296R","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE ) ACCENT RH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE ) ACCENT RH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0296R","70091090","18","1","Pcs","798","","798","#87620-1A000CA RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/296.jpg?v=1393","READY","Ambaji Traders"
"0297L","SIDE VIEW MIRROR MANUAL EON LX LH","SIDE VIEW MIRROR MANUAL EON LX LH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0297L","70091090","18","1","Pcs","660","","660","#87610-4N040CA LH ,#87610-4N040 LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/297.jpg?v=1393","READY","Ambaji Traders"
"0297R","SIDE VIEW MIRROR MANUAL EON LX RH","SIDE VIEW MIRROR MANUAL EON LX RH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0297R","70091090","18","1","Pcs","660","","660","#87620-4N010CA RH ,#87620-4N040 RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/297.jpg?v=1393","READY","Ambaji Traders"
"0298L","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )EON VX LH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )EON VX LH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0298L","70091090","18","1","Pcs","770","","770","#87610-4N140CA LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/298.jpg?v=1393","READY","Ambaji Traders"
"0298R","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )EON VX RH","SIDE VIEW MIRROR (INTERNALLY ADJUSTABLE )EON VX RH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0298R","70091090","18","1","Pcs","770","","770","#87620-4N110CA RH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/298.jpg?v=1393","READY","Ambaji Traders"
"0299L","SIDE VIEW MIRROR VERNA MOTORISED T-1 LH","SIDE VIEW MIRROR VERNA MOTORISED T-1 LH","CI AUTOMOTIVE LLP","Uncategorized","0299L","70091090","18","1","Pcs","1891","","1891","#876100P940 LH","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/299.jpg?v=1393","READY","Ambaji Traders"
"0299R","SIDE VIEW MIRROR VERNA MOTORISED T-1 RH","SIDE VIEW MIRROR VERNA MOTORISED T-1 RH","CI AUTOMOTIVE LLP","Uncategorized","0299R","70091090","18","1","Pcs","1891","","1891","#876200P970 RH","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/299.jpg?v=1393","READY","Ambaji Traders"
"0300L","SIDE VIEW MIRROR MANUAL (INTERNALLY ADJUSTABLE) VERNA TYPE-1 LH","SIDE VIEW MIRROR MANUAL (INTERNALLY ADJUSTABLE) VERNA TYPE-1 LH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0300L","70091090","18","1","Pcs","1659","","1659","NA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/300.jpg?v=1393","READY","Ambaji Traders"
"0300R","SIDE VIEW MIRROR MANUAL (INTERNALLY ADJUSTABLE) VERNA TYPE-1 RH","SIDE VIEW MIRROR MANUAL (INTERNALLY ADJUSTABLE) VERNA TYPE-1 RH","CI AUTOMOTIVE LLP","SIDE VIEW MIRROR","0300R","70091090","18","1","Pcs","1659","","1659","NA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/300.jpg?v=1393","READY","Ambaji Traders"
"301","R.G.HANDLE FIAT (SQUARE TYPE)","R.G.HANDLE FIAT (SQUARE TYPE)","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","301","","18","1","Pcs","87","","87","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/301.jpg?v=1393","READY","Ambaji Traders"
"302","R.G.HANDLE FIAT (MILLING)","R.G.HANDLE FIAT (MILLING)","","Uncategorized","302","","18","1","Pcs","94","","94","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/302.jpg?v=1393","READY","Ambaji Traders"
"0303L","R.C.HANDLE FIAT SQUARE LH","R.C.HANDLE FIAT SQUARE LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","0303L","83012000","18","1","Pcs","95","","95","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/303.jpg?v=1393","READY","Ambaji Traders"
"0303R","R.C.HANDLE FIAT SQUARE RH","R.C.HANDLE FIAT SQUARE RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","0303R","83012000","18","1","Pcs","95","","95","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/303.jpg?v=1393","READY","Ambaji Traders"
"0304L","R.C.FIAT MILLING LEFT","R.C.FIAT MILLING LEFT","CI AUTOMOTIVE LLP","Uncategorized","0304L","83012000","18","1","Pcs","83","","83","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/304.jpg?v=1393","READY","Ambaji Traders"
"0304R","R.C.HANDLE FIAT (MILLING) R","R.C.HANDLE FIAT (MILLING) R","CI AUTOMOTIVE LLP","Uncategorized","0304R","83012000","18","1","Pcs","83","","83","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/304.jpg?v=1393","READY","Ambaji Traders"
"305","NON LOCKING HANDLE FIAT","NON LOCKING HANDLE FIAT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","305","","18","1","Pcs","311","","311","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/305.jpg?v=1393","READY","Ambaji Traders"
"306","LOCKING HANDLE FIAT","LOCKING HANDLE FIAT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","306","","18","1","Pcs","395","","395","","JCB AGRICULTURE & MACHINERY; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/306.jpeg?v=1393","READY","Ambaji Traders"
"307","DICKY HANDLE W/K FIAT","DICKY HANDLE W/K FIAT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","307","","18","1","Pcs","301","","301","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/307.jpg?v=1393","READY","Ambaji Traders"
"308","GUIDE BLOCK FIAT (4PCS) L/R","GUIDE BLOCK FIAT (4PCS) L/R","CI AUTOMOTIVE LLP","CHANNELS / GUIDE RAILS","308","","18","1","Set","450","","450","","PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/308.jpg?v=1393","READY","Ambaji Traders"
"0309L","Q.G.HANDLE FAIT LEFT","Q.G.HANDLE FAIT LEFT","CI AUTOMOTIVE LLP","Uncategorized","0309L","87089900","18","1","Set","191","","191","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/309.jpg?v=1393","READY","Ambaji Traders"
"0309R","Q.G.HANDLE FIAT RIGHT","Q.G.HANDLE FIAT RIGHT","CI AUTOMOTIVE LLP","Uncategorized","0309R","87089900","18","1","Set","191","","191","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/309.jpg?v=1393","READY","Ambaji Traders"
"0309 L/R","Q.G.HANDLE FIAT L/R","Q.G.HANDLE FIAT L/R","CI AUTOMOTIVE LLP","Uncategorized","0309 L/R","","18","1","Set","191","","191","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/309.jpg?v=1393","READY","Ambaji Traders"
"310","FUEL TANK LOCK W/KEYS W/CLIP FIAT,UNIVERSAL","FUEL TANK LOCK W/KEYS W/CLIP FIAT,UNIVERSAL","CI AUTOMOTIVE LLP","FUEL TANK LOCKS","310","","18","1","Pcs","100","","100","","PREMIER; UNIVERSAL","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/310.jpg?v=1393","READY","Ambaji Traders"
"0311,M15","DASH BOARD LOCK ROUND ARMADA ,COMMANDER,FIAT,AMB,407 O/M ETC.","DASH BOARD LOCK ROUND ARMADA ,COMMANDER,FIAT,AMB,407 O/M ETC.","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","0311,M15","","18","1","Pcs","112","","112","","JCB AGRICULTURE & MACHINERY; MAHINDRA; PREMIER; TATA TRUCK","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/311.jpg?v=1393","READY","Ambaji Traders"
"0312 D","3 IN 1 FAMILY KIT FIAT","3 IN 1 FAMILY KIT FIAT","CI AUTOMOTIVE LLP","Uncategorized","0312 D","","18","1","Kit","353","","353","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/312.jpg?v=1393","READY","Ambaji Traders"
"313","PREMIER PADMINI","PREMIER PADMINI","","Uncategorized","313","","18","1","Set","57","","57","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/313.jpg?v=1393","READY","Ambaji Traders"
"0314L","WINDOW REGULATOR MANUAL XENON FT-LH","WINDOW REGULATOR MANUAL XENON FT-LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","0314L","87089900","18","1","Pcs","714","","714","","TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/314.jpg?v=1393","READY","Ambaji Traders"
