part_number,part_name,description,brand,category,sku,hsn,gst,moq,uom,source_rate,mrp,selling_price,oem_number,vehicle_make,source_url,source_image_url,validation_status,firm
"210","QUARTER GLASS LOCK AMB L/R","QUARTER GLASS LOCK AMB L/R","","Uncategorized","210","","18","1","Set","161","","161","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/210.jpg?v=1393","READY","Ambaji Traders"
"0210L","Q.GLASS LOCK AMB LEFT","Q.GLASS LOCK AMB LEFT","CI AUTOMOTIVE LLP","Uncategorized","0210L","83012000","18","1","Set","161","","161","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/210.jpg?v=1393","READY","Ambaji Traders"
"0210R","Q.GLASS LOCK AMB RIGHT","Q.GLASS LOCK AMB RIGHT","CI AUTOMOTIVE LLP","Uncategorized","0210R","83012000","18","1","Set","161","","161","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/210.jpg?v=1393","READY","Ambaji Traders"
"211","STRIKER PIN SOCKET (DICKEY GUTKA) AMB.","STRIKER PIN SOCKET (DICKEY GUTKA) AMB.","","DOOR STRIKER","211","","18","1","Pcs","108","","108","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/211.png?v=1393","READY","Ambaji Traders"
"212","BONNET MOTIF AMB.,NOVA,GRAND,CLASSIC,ISUZU,ACTIVA,MAESTRO,AVIATOR","BONNET MOTIF AMB.,NOVA,GRAND,CLASSIC,ISUZU,ACTIVA,MAESTRO,AVIATOR","","BONNET HANDLE","212","","18","1","Pcs","151","","151","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/212.png?v=1393","READY","Ambaji Traders"
"213","3 IN 1FAMILY KIT AMB.","3 IN 1FAMILY KIT AMB.","","Uncategorized","213","","18","1","Kit","510","","510","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/213.jpg?v=1393","READY","Ambaji Traders"
"214","DASH BOARD LOCK SQUARE AMBASSADOR UNIVERSAL","DASH BOARD LOCK SQUARE AMBASSADOR UNIVERSAL","","GLOVE BOX / DASH BOARD LOCKS","214","","18","1","Pcs","112","","112","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/214.png?v=1393","READY","Ambaji Traders"
"215","ABM.FRONT","ABM.FRONT","","Uncategorized","215","","18","1","Pcs","39","","39","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/215.jpg?v=1393","READY","Ambaji Traders"
"216","MONOGARM MARK-4","MONOGARM MARK-4","","Uncategorized","216","","18","1","Pcs","29","","29","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/216.jpg?v=1393","READY","Ambaji Traders"
"217","DOOR HANDLE MOTIF AMB.","DOOR HANDLE MOTIF AMB.","","DOOR STOPPER","217","","18","1","Pcs","10","","10","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/217.png?v=1393","READY","Ambaji Traders"
"218","R.G.Machine AMB, ISUZU Front R","R.G.Machine AMB, ISUZU Front R","","Uncategorized","218","","18","1","Pcs","419","","419","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/218.jpg?v=1393","READY","Ambaji Traders"
"0218L","R.G.Machine AMB, ISIZU Front Left","R.G.Machine AMB, ISIZU Front Left","CI AUTOMOTIVE LLP","Uncategorized","0218L","87089900","18","1","Pcs","419","","419","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/218.jpg?v=1393","READY","Ambaji Traders"
"219","BONNET HINGES AMB. W/KIT L/R","BONNET HINGES AMB. W/KIT L/R","","Uncategorized","219","","18","1","Set","593","","593","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/219.jpg?v=1393","READY","Ambaji Traders"
"00219L","BONET HINGS AMB W/KIT L","BONET HINGS AMB W/KIT L","CI AUTOMOTIVE LLP","Uncategorized","00219L","87089900","18","1","Set","593","","593","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/219.jpg?v=1393","READY","Ambaji Traders"
"00219R","BONET HINGES AMB W/KIT R","BONET HINGES AMB W/KIT R","CI AUTOMOTIVE LLP","Uncategorized","00219R","87089900","18","1","Set","593","","593","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/219.jpg?v=1393","READY","Ambaji Traders"
"220","DICKY HINGES AMB. W/KIT L/R","DICKY HINGES AMB. W/KIT L/R","","Uncategorized","220","","18","1","Set","699","","699","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/220.jpg?v=1393","READY","Ambaji Traders"
"0220L","DIKY HINGES AMB W/KIT L","DIKY HINGES AMB W/KIT L","CI AUTOMOTIVE LLP","Uncategorized","0220L","87089900","18","1","Set","699","","699","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/220.jpg?v=1393","READY","Ambaji Traders"
"0220R","DIKY HINGES AMB W/KIT R","DIKY HINGES AMB W/KIT R","CI AUTOMOTIVE LLP","Uncategorized","0220R","87089900","18","1","Set","699","","699","NA","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/220.jpg?v=1393","READY","Ambaji Traders"
"220 D","DICKY HINGES AMB.W/KIT","DICKY HINGES AMB.W/KIT","CI AUTOMOTIVE LLP","Uncategorized","220 D","","18","1","SET","699","","699","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/220.jpg?v=1393","READY","Ambaji Traders"
"221","ROOF HANDLE W/SCREW GREY (SET OF 3 PCS )","ROOF HANDLE W/SCREW GREY (SET OF 3 PCS )","","ROOF HANDLE","221","","18","1","Set","84","","84","","HM; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/221.png?v=1393","READY","Ambaji Traders"
"222","ROOF HANDLE W/SCREW BLACK (SET OF 3)","ROOF HANDLE W/SCREW BLACK (SET OF 3)","","ROOF HANDLE","222","","18","1","Set","80","","80","","HM; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/222.png?v=1393","READY","Ambaji Traders"
"223","GRIP HANDLE W/SCREW GREY (SET OF 4 )","GRIP HANDLE W/SCREW GREY (SET OF 4 )","","ROOF HANDLE","223","","18","1","Set","80","","80","","HM; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/223.png?v=1393","READY","Ambaji Traders"
"224","GRIP HANDLE W/SCREW BLACK (SET OF 4)","GRIP HANDLE W/SCREW BLACK (SET OF 4)","CI AUTOMOTIVE LLP","ROOF HANDLE","224","","18","1","Set","80","","80","","HM; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/224.png?v=1393","READY","Ambaji Traders"
"225","DASH BOARD LOCK SUPER QLTY ARMADA ,COMMANDER,AMB,FIAT,MAHINDRA ,IVECO ,407,O/M ETC.","DASH BOARD LOCK SUPER QLTY ARMADA ,COMMANDER,AMB,FIAT,MAHINDRA ,IVECO ,407,O/M ETC.","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","225","","18","1","Pcs","180","","180","","ASHOK LEYLAND; HM; JCB AGRICULTURE & MACHINERY; MAHINDRA; PREMIER; TATA TRUCK","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/225.png?v=1393","READY","Ambaji Traders"
"226","R.G.Machine AMB, ISUZU Rear R","R.G.Machine AMB, ISUZU Rear R","","Uncategorized","226","","18","1","Pcs","443","","443","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/226.jpg?v=1393","READY","Ambaji Traders"
"0226L","R.G.Machine AMB, ISUZU Rear Left","R.G.Machine AMB, ISUZU Rear Left","CI AUTOMOTIVE LLP","Uncategorized","0226L","87089900","18","1","Pcs","443","","443","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/226.jpg?v=1393","READY","Ambaji Traders"
"227","5 IN 1 FAMILY KIT AMB.","5 IN 1 FAMILY KIT AMB.","","Uncategorized","227","","18","1","Kit","648","","648","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/227.jpg?v=1393","READY","Ambaji Traders"
"228","DOOR EXTRA LOCK W/KEY AMB","DOOR EXTRA LOCK W/KEY AMB","","Uncategorized","228","","18","1","Pcs","184","","184","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/228.jpg?v=1393","READY","Ambaji Traders"
"229","DICKY EXTRA LOCK W/K AMB","DICKY EXTRA LOCK W/K AMB","","Uncategorized","229","","18","1","Pcs","173","","173","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/229.jpg?v=1393","READY","Ambaji Traders"
"230","DKY DUBLE LOCK W/K AMB","DKY DUBLE LOCK W/K AMB","","Uncategorized","230","","18","1","Pcs","443","","443","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/230.jpg?v=1393","READY","Ambaji Traders"
"231","CAM LOCK (SMALL PATTI)","CAM LOCK (SMALL PATTI)","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","231","","18","1","Pcs","119","","119","","FORCE; HM; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/231.png?v=1393","READY","Ambaji Traders"
"232","NON-LOCKING OUTER HANDLE (WITH MOTIF) NOVA","NON-LOCKING OUTER HANDLE (WITH MOTIF) NOVA","","OUTSIDE DOOR HANDLE","232","","18","1","Pcs","301","","301","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/232.png?v=1393","READY","Ambaji Traders"
"233","OUTER HANDLE LOCKING (WITH MOTIF) NOVA","OUTER HANDLE LOCKING (WITH MOTIF) NOVA","","OUTSIDE DOOR HANDLE","233","","18","1","Pcs","373","","373","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/233.png?v=1393","READY","Ambaji Traders"
"234","R.G.HANDLE NOVA CHROME","R.G.HANDLE NOVA CHROME","","WINDOW REGULATOR HANDLES","234","","18","1","Pcs","116","","116","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/234.png?v=1393","READY","Ambaji Traders"
"235","REAR AMB.","REAR AMB.","","Uncategorized","235","","18","1","Pcs","31","","31","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/235.jpg?v=1393","READY","Ambaji Traders"
"00236L","OUTER HANDLE ISUZU AMB. LEFT","OUTER HANDLE ISUZU AMB.LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00236L","87089900","18","1","Pcs","200","","200","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00236L.png?v=1393","READY","Ambaji Traders"
"00236R","OUTER HANDLE ISUZU ,AMB.RIGHT","OUTER HANDLE ISUZU ,AMB.RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00236R","87089900","18","1","Pcs","200","","200","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00236R.png?v=1393","READY","Ambaji Traders"
"0237L","R.C. LEVER ASSY ISUZU,AMB.LEFT","R.C. LEVER ASSY ISUZU,AMB.LEFT","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0237L","83012000","18","1","Pcs","161","","161","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0237L.png?v=1393","READY","Ambaji Traders"
"0237R","R.C. LEVER ASSY ISUZU,AMB. RIGHT","R.C. LEVER ASSY ISUZU,AMB. RIGHT","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0237R","83012000","18","1","Pcs","161","","161","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0237R.png?v=1393","READY","Ambaji Traders"
"238","DOOR LOCK W/KEY ISUZU AMB.","DOOR LOCK W/KEY ISUZU AMB.","","DOOR LOCK","238","","18","1","Pcs","179","","179","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/238.png?v=1393","READY","Ambaji Traders"
"239","4 IN 1 FAMILY KIT ISUZU","4 IN 1 FAMILY KIT ISUZU","","Uncategorized","239","","18","1","Kit","553","","553","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/239.jpg?v=1393","READY","Ambaji Traders"
"240","R.G.HANDLE GREY ISUZU,CLASSIC","R.G.HANDLE GREY ISUZU,CLASSIC","","WINDOW REGULATOR HANDLES","240","","18","1","Pcs","99","","99","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/240.png?v=1393","READY","Ambaji Traders"
"241","R.C.LEVER PLATE ISUZU","R.C.LEVER PLATE ISUZU","","INSIDE DOOR HANDLE","241","","18","1","Set","91","","91","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/241.png?v=1393","READY","Ambaji Traders"
"0242FL","DOOR LOCK ASSY ISUZU FT-LH","DOOR LOCK ASSY ISUZU FT-LH","CI AUTOMOTIVE LLP","Uncategorized","0242FL","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0242FR","DOOR LOCK ASSY ISUZU FT-RH","DOOR LOCK ASSY ISUZU FT-RH","CI AUTOMOTIVE LLP","Uncategorized","0242FR","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0242RL","DOOR LOCK ASSY ISUZU RR-RL","DOOR LOCK ASSY ISUZU RR-RL","CI AUTOMOTIVE LLP","Uncategorized","0242RL","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0242RR","DOOR LOCK ASSY ISUZU RR-RH","DOOR LOCK ASSY ISUZU RR-RH","CI AUTOMOTIVE LLP","Uncategorized","0242RR","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"243","GRIP HANDLE HEAVY DUTY BLACK AMB.UNIVERSAL","GRIP HANDLE HEAVY DUTY BLACK AMB.UNIVERSAL","","ROOF HANDLE","243","","18","1","Pcs","17","","17","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/243.png?v=1393","READY","Ambaji Traders"
"00244L","OUTER HANDLE T-2 CLASSIC ,ISUZU MODIFIED LEFT","OUTER HANDLE T-2 CLASSIC ,ISUZU MODIFIED LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00244L","87089900","18","1","Pcs","200","","200","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00244L.png?v=1393","READY","Ambaji Traders"
"00244R","OUTER HANDLE T-2 CLASSIC ,ISUZU MODIFIED RIGHT","OUTER HANDLE T-2 CLASSIC ,ISUZU MODIFIED RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00244R","87089900","18","1","Pcs","200","","200","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00244R.png?v=1393","READY","Ambaji Traders"
"0245FL","DOOR LOCK ASSY ISUZU T-2 FT-LH","DOOR LOCK ASSY ISUZU T-2 FT-LH","CI AUTOMOTIVE LLP","Uncategorized","0245FL","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0245FR","DOOR LOCK ASSY ISUZU T-2 FT-RH","DOOR LOCK ASSY ISUZU T-2 FT-RH","CI AUTOMOTIVE LLP","Uncategorized","0245FR","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0245RL","DOOR LOCK ASSY ISUZU T-2 RR-LH","DOOR LOCK ASSY ISUZU T-2 RR-LH","CI AUTOMOTIVE LLP","Uncategorized","0245RL","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"0245RR","DOOR LOCK ASSY ISUZU T-2 RR-RH","DOOR LOCK ASSY ISUZU T-2 RR-RH","CI AUTOMOTIVE LLP","Uncategorized","0245RR","83012000","18","1","Pcs","425","","425","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"00246L","OUTER HANDLE CHROME GRAND LEFT","OUTER HANDLE CHROME GRAND LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00246L","87089900","18","1","Pcs","233","","233","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00246L.png?v=1393","READY","Ambaji Traders"
"00246R","OUTER HANDLE CHROME GRAND RIGHT","OUTER HANDLE CHROME GRAND RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00246R","87089900","18","1","Pcs","233","","233","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00246R.png?v=1393","READY","Ambaji Traders"
"247","P.T.CAP W/SHEET ADOPTER ECON.AMB","P.T.CAP W/SHEET ADOPTER ECON.AMB","","FUEL TANK CAP","247","","18","1","Pcs","297","","297","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/247.png?v=1393","READY","Ambaji Traders"
"248","IGNITION SWITCH HI4-AMBASSADOR","IGNITION SWITCH HI4-AMBASSADOR","","IGNITION / STEERING LOCKS","248","","18","1","Pcs","193","","193","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/248.png?v=1393","READY","Ambaji Traders"
"249","P.T.CAP W/ADOPTER FULL SHEET CHROME AMB.","P.T.CAP W/ADOPTER FULL SHEET CHROME AMB.","","FUEL TANK CAP","249","","18","1","Pcs","128","","128","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/249.png?v=1393","READY","Ambaji Traders"
"250","2 IN 1. LOCKING AMB.","2 IN 1. LOCKING AMB.","","Uncategorized","250","","18","1","Set","707","","707","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/250.jpg?v=1393","READY","Ambaji Traders"
"00251L","BONNET HINGES W/KIT GRAND LEFT","BONNET HINGES W/KIT GRAND LEFT","CI AUTOMOTIVE LLP","BONNET HINGES","00251L","87089900","18","1","Set","924","","924","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00251L.png?v=1393","READY","Ambaji Traders"
"00251R","BONNET HINGES W/KIT GRAND RIGHT","BONNET HINGES W/KIT GRAND RIGHT","CI AUTOMOTIVE LLP","BONNET HINGES","00251R","87089900","18","1","Set","924","","924","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00251R.png?v=1393","READY","Ambaji Traders"
"0252L","DICKEY HINGES W/KIT GRAND LEFT","DICKEY HINGES W/KIT GRAND LEFT","CI AUTOMOTIVE LLP","BONNET HINGES","0252L","87089900","18","1","Set","1001","","1001","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0252L.png?v=1393","READY","Ambaji Traders"
"0252R","DICKEY HINGES W/KIT GRAND RIGHT","DICKEY HINGES W/KIT GRAND LEFT","CI AUTOMOTIVE LLP","BONNET HINGES","0252R","87089900","18","1","Set","1001","","1001","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0252R.png?v=1393","READY","Ambaji Traders"
"0253","FUEL TANK CAP W/KEY BLACK SHEET AMB.","FUEL TANK CAP W/KEY BLACK SHEET AMB.","CI AUTOMOTIVE LLP","FUEL TANK CAP","0253","","18","1","Pcs","125","","125","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0253.png?v=1393","READY","Ambaji Traders"
"254","GRIP HANDLE HEAVY DUTY GREY AMB.UNIVERSAL","GRIP HANDLE HEAVY DUTY GREY AMB.UNIVERSAL","","ROOF HANDLE","254","","18","1","Pcs","21","","21","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/254.png?v=1393","READY","Ambaji Traders"
"255","W.R HANDLE BEIGE ISUZU, GRAND CLASSIC","W.R HANDLE BEIGE ISUZU, GRAND CLASSIC","","WINDOW REGULATOR HANDLES","255","","18","1","Pcs","53","","53","","HM","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/255.png?v=1393","READY","Ambaji Traders"
"256","2IN1 DOOR LOCK KIT COMMON KEY ISUZU, AMB","2IN1 DOOR LOCK KIT COMMON KEY ISUZU, AMB","","Uncategorized","256","","18","1","Kit","342","","342","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/256.jpg?v=1393","READY","Ambaji Traders"
"00261L","OUTER HANDLE ONLY FR-W/KEYHOLE FL-W/O KEYHOLE I-10 GRAND XCENT LH","OUTER HANDLE ONLY FR-W/KEYHOLE FL-W/O KEYHOLE I-10 GRAND XCENT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00261L","87089900","18","1","Pcs","200","","200","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/261.png?v=1393","READY","Ambaji Traders"
"00261R","OUTER HANDLE ONLY FR-W/KEYHOLE FL-W/O KEYHOLE I-10 GRAND XCENT RH","OUTER HANDLE ONLY FR-W/KEYHOLE FL-W/O KEYHOLE I-10 GRAND XCENT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00261R","87089900","18","1","Pcs","200","","200","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/261.png?v=1393","READY","Ambaji Traders"
"00262L","OUTER HANDLE I-10 GRAND XCENT REAR LH","OUTER HANDLE I-10 GRAND XCENT REAR LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00262L","87089900","18","1","Pcs","200","","200","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/262.jpg?v=1393","READY","Ambaji Traders"
"00262R","OUTER HANDLE I-10 GRAND XCENT REAR RH","OUTER HANDLE I-10 GRAND XCENT REAR RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00262R","87089900","18","1","Pcs","200","","200","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/262.jpg?v=1393","READY","Ambaji Traders"
"0263L","R.C.LOCK I-10 GRAND,XCENT SLVR FT-LH","R.C.LOCK I-10 GRAND,XCENT SLVR FT-LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0263L","83012000","18","1","Pcs","160","","160","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/263.jpeg?v=1393","READY","Ambaji Traders"
"0263R","R.C.LOCK I-10 GRAND,XCENT SLVR FT-RH","R.C.LOCK I-10 GRAND,XCENT SLVR FT-RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0263R","83012000","18","1","Pcs","160","","160","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/263.jpeg?v=1393","READY","Ambaji Traders"
"0264L","R.C.LOCK I-10 GRAND,XCENT SLVR RR-LH","R.C.LOCK I-10 GRAND,XCENT SLVR RR-LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0264L","83012000","18","1","Pcs","160","","160","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/264.jpeg?v=1393","READY","Ambaji Traders"
"0264R","R.C.LOCK I-10 GRAND,XCENT SLVR RR-RH","R.C.LOCK I-10 GRAND,XCENT SLVR RR-RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0264R","83012000","18","1","Pcs","160","","160","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/264.jpeg?v=1393","READY","Ambaji Traders"
"00265L","OUTER HANDLE WITH BASE FR-W/KEYHOLE  FL-W/O KEYHOLE I-10 GRAND , XCENT FRONT LH","OUTER HANDLE WITH BASE FR-W/KEYHOLE  FL-W/O KEYHOLE I-10 GRAND , XCENT FRONT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00265L","87089900","18","1","Pcs","605","","605","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/265.jpg?v=1393","READY","Ambaji Traders"
"00265R","OUTER HANDLE WITH BASE FR-W/KEYHOLE  FL-W/O KEYHOLE I-10 GRAND , XCENT FRONT RH","OUTER HANDLE WITH BASE FR-W/KEYHOLE  FL-W/O KEYHOLE I-10 GRAND , XCENT FRONT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00265R","87089900","18","1","Pcs","605","","605","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/265.jpg?v=1393","READY","Ambaji Traders"
"00266L","OUTER HANDLE REAR WITH BASE I-10 GRAND ,XCENT LH","OUTER HANDLE REAR WITH BASE I-10 GRAND ,XCENT LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00266L","87089900","18","1","Pcs","605","","605","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/266.jpg?v=1393","READY","Ambaji Traders"
"00266R","OUTER HANDLE REAR WITH BASE I-10 GRAND ,XCENT RH","OUTER HANDLE REAR WITH BASE I-10 GRAND ,XCENT RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00266R","87089900","18","1","Pcs","605","","605","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/266.jpg?v=1393","READY","Ambaji Traders"
"00267L","OUTER HANDLE WITH BASE VERNA FLUIDIC FRONT  LH","OUTER HANDLE WITH BASE VERNA FLUIDIC FRONT  LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00267L","87089900","18","1","Pcs","329","","329","#826511R000CA, #826521R000CA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/267.jpg?v=1393","READY","Ambaji Traders"
"00267R","OUTER HANDLE WITH BASE VERNA FLUIDIC FRONT  RH","OUTER HANDLE WITH BASE VERNA FLUIDIC FRONT  RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00267R","87089900","18","1","Pcs","329","","329","#826511R000CA, #826521R000CA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/267.jpg?v=1393","READY","Ambaji Traders"
"00268L","OUTER HANDLE WITH BASE VERNA FLUIDIC REAR LH","OUTER HANDLE WITH BASE VERNA FLUIDIC REAR LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00268L","87089900","18","1","Pcs","329","","329","#826611R000CA ,#826621R000CA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/268.jpg?v=1393","READY","Ambaji Traders"
"00268R","OUTER HANDLE WITH BASE VERNA FLUIDIC REAR RH","OUTER HANDLE WITH BASE VERNA FLUIDIC REAR RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00268R","87089900","18","1","Pcs","329","","329","#826611R000CA ,#826621R000CA","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/268.jpg?v=1393","READY","Ambaji Traders"
"269","STEERING LOCK ACCENT","STEERING LOCK ACCENT","","IGNITION / STEERING LOCKS","269","","18","1","Pcs","1462","","1462","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/269.jpg?v=1393","READY","Ambaji Traders"
"270","STEERING LOCK SANTRO W/HOUSING","STEERING LOCK SANTRO W/HOUSING","","IGNITION / STEERING LOCKS","270","","18","1","Pcs","1429","","1429","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/270.jpg?v=1393","READY","Ambaji Traders"
"271","COUPLER STEERING LOCK ACCENT","COUPLER STEERING LOCK ACCENT","","IGNITION / STEERING LOCKS","271","","18","1","Pcs","319","","319","","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/271.jpg?v=1393","READY","Ambaji Traders"
"0272L","R.C.LOCK ASSY. EON (L)","R.C.LOCK ASSY. EON (L)","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0272L","83012000","18","1","Pcs","80","","80","#826104N0014X-LH","HYUNDAI","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/272.jpg?v=1393","READY","Ambaji Traders"
